Customer ID,Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status,Churn Category,Churn Reason
5220-AGAAX,Male,0.8054297676060559,Yes,0.0,Mendocino,1.0631754255889745,1.2589715028578903,-1.8507472914402054,2.1399663261245334,1.4512131447123233,Offer A,Yes,-1.6848789250554077,Yes,No,Fiber Optic,-0.1352298902133163,No,No,No,No,No,No,No,Yes,Two Year,Yes,-0.833519714029658,-1.269003948859845,-0.27187337499187836,0.0,0.0,-0.6758121863944003,-0.413969600394471,0.677557161790749,-0.214217897152195,-0.326610557238493
5222-IMUKT,Male,-0.3886597901865286,No,0.0,Hornitos,0.9904632606958913,0.519481280790533,-0.21990737257815587,-0.6786996571864785,-0.015760471909372287,Offer B,Yes,1.619428263638845,No,Yes,Fiber Optic,0.11503483347216698,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,-0.833519714029658,0.8798604178174184,0.2608575448500539,0.0,0.0,0.9382644541521237,0.472373871631237,0.677557161790749,-0.214217897152195,-0.326610557238493
5222-JCXZT,Male,-0.9260000911931916,No,0.0,Sacramento,1.280773311639386,0.9674401575245545,-0.7517988543357549,-0.6786996571864785,-1.1567399515040244,Offer B,Yes,-0.39176027866126745,No,No,Fiber Optic,-0.1352298902133163,No,No,No,No,No,No,No,Yes,Month-to-Month,No,2.5029277687273073,-1.4292473766508416,-0.9715019372163642,0.0,0.0,-0.8016531449493319,-1.0041757008747754,0.677557161790749,-0.214217897152195,-0.326610557238493
5223-UZAVK,Male,0.2680894665993929,No,0.0,Thornton,1.1849009757062838,0.7940603456733794,-0.8186242091315229,-0.6786996571864785,1.2882160761988015,Offer B,Yes,-1.1483643691875811,No,Yes,Fiber Optic,-1.7202398068880438,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,0.8347040273488249,1.176310759230762,1.9079016238146365,0.0,0.0,-0.12635685481125022,1.4701794416127112,0.677557161790749,-0.214217897152195,-0.326610557238493
5226-NOZFC,Male,0.08897603293050522,No,0.0,Modesto,1.008237345447534,0.5732274346184834,-0.6275364665054443,-0.6786996571864785,-0.2602560746796549,Offer B,Yes,1.1044039316939014,No,Yes,Fiber Optic,-0.8026024867079383,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,-0.833519714029658,0.7100023843589621,-0.05908108742744849,0.0,0.0,0.37426285970243484,0.05672346872702972,0.677557161790749,-0.214217897152195,-0.326610557238493
5227-JSCFE,Male,1.6412924580608652,Yes,0.0,Scotts Valley,0.8509636258269393,0.35350723089190933,-1.0460114510606986,2.1399663261245334,1.5734609460974645,Offer A,No,0.01803606028197596,No,Yes,DSL,-0.3020730393369718,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,0.8347040273488249,-0.5527158266340905,0.47351744401492074,0.0,0.0,-0.899567221540124,0.10535054738877801,0.677557161790749,-0.214217897152195,-0.326610557238493
5228-EXCET,Male,-0.3886597901865286,No,0.0,San Diego,-0.7325457429557592,-1.340972258225871,1.209003090774998,-0.6786996571864785,-0.7899965473486005,Offer B,Yes,-0.9564344382901128,No,Yes,Fiber Optic,-0.21865146477514405,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,-0.833519714029658,0.5529638251237854,-0.5611861575037825,0.0,0.0,-0.7016263390273397,-0.650486735081097,-1.599177137108223,-0.214217897152195,-0.045775719656914904
5229-DTFYB,Female,1.044247679164573,No,0.0,San Diego,-0.7406248723883241,-1.373947200153971,1.201162855692338,-0.6786996571864785,0.3509829322460516,Offer B,Yes,-1.1253920608562238,No,Yes,Fiber Optic,-1.7202398068880438,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,-0.833519714029658,1.128237730893463,0.7408316874660891,0.0,0.0,-0.38879669253860377,0.4610592351906836,0.677557161790749,-0.214217897152195,-0.326610557238493
5229-PRWKT,Male,0.029271555040876,No,0.0,Lompoc,-0.02642983054959674,-0.5832813523640568,-0.36848795078802354,-0.6786996571864785,-0.9937428829905026,Offer E,Yes,-0.05088086471209568,Yes,Yes,Fiber Optic,-1.7202398068880438,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,-0.833519714029658,0.7356413328055215,-0.7196330070475581,0.0,0.0,-0.6590560572159164,-0.7636994917325758,-1.599177137108223,-1.7169436438084795,-0.8882802324016493
5231-FIQPA,Female,0.38749842237865134,No,0.0,Beverly Hills,-1.763981267179864,-0.8642045097755294,0.6376551269554402,-0.6786996571864785,0.3509829322460516,Offer B,Yes,-1.7137795710206636,No,No,Fiber Optic,-0.1352298902133163,No,No,No,No,No,No,No,Yes,Two Year,Yes,0.8347040273488249,-1.4020059939263723,-0.6486728248817341,0.0,0.0,-0.7840713514345171,-0.7434882943353673,0.677557161790749,-0.214217897152195,-0.326610557238493
5232-NXPAY,Female,-0.8065911354139331,No,0.0,Hilmar,0.9899246520670537,0.4848929739957806,-0.5264252855734609,-0.6786996571864785,0.5954785350163342,Offer B,Yes,-1.6285597175333708,No,Yes,DSL,-0.8860240612697661,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,0.8347040273488249,0.34785223755131006,0.5427565769864244,0.0,0.0,-0.701541344169188,0.22367900130677004,0.677557161790749,-0.214217897152195,-0.326610557238493
5233-AOZUF,Female,0.9248387233853144,Yes,0.0,Palm Springs,-0.6592949694338385,-0.9549215493953833,1.4378260844573258,0.4487667361379262,-0.1380082732945136,Offer B,Yes,-1.4862796143198034,Yes,Yes,Fiber Optic,-0.4689161884606273,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,-0.833519714029658,0.3638765803304097,-0.05795578603116203,0.0,0.0,-0.7097737032873127,-0.2543556524847746,0.677557161790749,-0.214217897152195,-0.326610557238493
5233-GEEAX,Male,1.1039521570542021,No,0.0,Lewiston,1.3820317338608648,1.8255521909074055,-1.4144987863947076,-0.6786996571864785,-0.9937428829905026,Offer E,No,0.01803606028197596,No,Yes,DSL,-1.553396657764388,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,-0.833519714029658,-1.0959410468455688,-0.9083968000912845,0.0,0.0,-0.899567221540124,-0.9823850668898183,-1.599177137108223,-0.214217897152195,-0.326610557238493
5236-PERKL,Female,-0.508068745965787,No,0.0,Pearblossom,0.03604877039557096,-0.7097573300778446,0.8642434911713364,-0.6786996571864785,1.0029712063001386,Offer B,Yes,1.7350308474998688,Yes,Yes,Fiber Optic,-1.3865535086407326,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,-0.833519714029658,1.5817266315419833,1.84664992428344,0.0,0.0,2.482038204884575,2.172336846071536,-1.599177137108223,-0.214217897152195,0.23505911792466322
5236-XMZJY,Female,-1.1648180027517085,No,0.0,Los Angeles,-1.8609308203706414,-0.8553498384260336,0.7195315049791697,-0.6786996571864785,0.39173219937443204,Offer B,Yes,-0.2494801754477003,No,Yes,Cable,0.2818779825958225,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,-0.833519714029658,-0.12646830871003983,0.11304589673784789,0.0,0.0,0.22644465925398471,0.15047980298783492,0.677557161790749,-0.214217897152195,-0.326610557238493
5240-CAOYT,Female,-0.9857045690828209,No,0.0,Oak View,-0.24995241151722256,-0.7262413580086619,0.21100661609256935,-0.6786996571864785,1.0029712063001386,Offer B,Yes,0.2092249489752069,Yes,Yes,Fiber Optic,1.5332016010232388,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,-0.833519714029658,0.7676900183637209,1.1493381590513085,0.0,0.0,1.0570022709900897,1.2094361258135597,0.677557161790749,-0.214217897152195,-0.326610557238493
5240-IJOQT,Male,1.342770068612719,No,0.0,Grass Valley,1.3265550450905865,1.1753904534102224,-0.6411809821963755,-0.6786996571864785,-1.2789877528891658,Offer B,Yes,-1.0453595027985922,Yes,Yes,Fiber Optic,-0.21865146477514405,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,-0.833519714029658,0.3558644089408599,-0.9733553748102478,0.0,0.0,-0.8857980545195439,-1.0298590170693607,-1.599177137108223,-0.214217897152195,-0.326610557238493
5242-UOWHD,Male,-1.343931436420596,Yes,0.0,Anaheim,-0.3684463098615061,-0.967934189701994,0.8508217885555767,0.4487667361379262,0.5139800007595733,Offer B,Yes,1.0065863607345737,No,No,Fiber Optic,-0.1352298902133163,No,No,No,No,No,No,No,Yes,Two Year,No,0.8347040273488249,-1.3859816511472725,-0.5962690833880052,0.0,0.0,1.2330144800997276,-0.12150476834845639,0.677557161790749,-0.214217897152195,-0.326610557238493
5243-SAOTC,Male,-0.6274777017450455,No,0.0,Bonsall,-0.7987946043027906,-1.1773342051100708,1.185453141310889,-0.6786996571864785,0.8807234049149972,Offer B,Yes,-1.3195451183664042,Yes,Yes,Fiber Optic,-1.636818232326216,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,-0.833519714029658,0.5209151395655861,0.8948876550910216,0.0,0.0,-0.3986318118390182,0.5896819815589137,0.677557161790749,-0.214217897152195,-0.326610557238493
5244-IRFIH,Male,1.5218835022816066,Yes,0.0,San Diego,-0.7309299170692463,-1.310941312243246,1.2170081146945113,-0.30287752607834356,0.024988795219008143,Offer B,Yes,0.17291388096757787,Yes,Yes,Fiber Optic,-1.219710359517077,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,-0.833519714029658,0.9904283829932061,0.36414256124253597,0.0,0.0,0.21354972506010808,0.3455961308345363,-1.599177137108223,1.2885078495040896,3.3242423313220226
5245-VDBUR,Female,0.6860208118267975,Yes,0.0,Los Alamitos,-1.4898294751014989,-0.9731489673302384,0.7849949148529353,0.8245888672460612,0.7992248706582363,Offer B,No,0.01803606028197596,No,Yes,DSL,-1.219710359517077,Yes,No,Yes,No,No,No,No,Yes,One Year,No,0.8347040273488249,-0.9020464992184629,-0.14184590188764926,0.0,0.0,-0.899567221540124,-0.3754026941577855,0.677557161790749,-0.214217897152195,-0.326610557238493
5248-KWLAR,Male,-0.9260000911931916,Yes,0.0,Niland,-0.6619880125780268,-1.1550889699238158,1.9310975615726786,-0.30287752607834356,1.5734609460974645,Offer A,Yes,-0.5207016221985628,Yes,Yes,DSL,0.5321427062813058,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,-0.833519714029658,0.8574263379266788,1.7849789948202939,0.0,0.0,0.6884038554312261,1.6073213614343285,0.677557161790749,-0.214217897152195,-0.326610557238493
5248-RPYWW,Female,1.880110369619382,Yes,0.0,Turlock,1.0211639525396374,0.5396250505165341,-0.5095332693118699,0.07294460502979132,1.614210213225845,Offer B,Yes,-1.1535516646172423,Yes,Yes,Cable,-0.5523377630224551,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,-0.833519714029658,0.8510166008150393,1.9576134678505819,0.0,0.0,-0.03582518875706544,1.5355967698411237,0.677557161790749,-0.214217897152195,-0.326610557238493
5248-YGIJN,Male,-0.6274777017450455,Yes,0.0,Los Angeles,-1.8609308203706414,-0.8553498384260336,0.7195315049791697,2.1399663261245334,1.614210213225845,Offer B,Yes,-1.07648327537656,Yes,Yes,DSL,0.44872113171947803,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,0.8347040273488249,0.8542214693708591,1.8044842190225912,0.0,0.0,0.05509502522009861,1.4405090963326803,0.677557161790749,-0.214217897152195,-0.326610557238493
5249-QYHEX,Female,-1.1648180027517085,Yes,0.0,Rancho Mirage,-0.6549861004031373,-0.9858322916346922,1.544259712722514,0.07294460502979132,0.31023366511767114,Offer B,Yes,0.5923437685659062,Yes,No,Fiber Optic,-0.1352298902133163,No,No,No,No,No,No,No,Yes,Two Year,Yes,0.8347040273488249,-1.2433650004132855,-0.554125442860417,0.0,0.0,0.7245630965134903,-0.23445894467362238,0.677557161790749,-0.214217897152195,-0.326610557238493
5256-SKJGO,Female,0.08897603293050522,Yes,0.0,Whittier,-1.5528466846755042,-0.9122566967617666,0.8191247718365338,-0.30287752607834356,1.2882160761988015,Offer B,No,0.01803606028197596,No,Yes,DSL,0.6155642808431335,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,-0.833519714029658,-0.2883141707789462,0.5044522000461661,0.0,0.0,-0.899567221540124,0.136359220573914,0.677557161790749,-0.214217897152195,-0.326610557238493
5260-UMPWX,Female,-0.32895531229689934,Yes,0.0,Yorkville,1.0814881189694545,1.0899817609099975,-1.6167703528127764,0.8245888672460612,-0.2602560746796549,Offer B,Yes,-0.07459421524769025,No,No,Fiber Optic,-0.1352298902133163,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,0.8347040273488249,-1.3891865197030926,-0.7883425864208093,0.0,0.0,-0.12800818348391227,-0.6652782286119376,0.677557161790749,-0.214217897152195,-0.326610557238493
5261-QSHQM,Female,-0.9260000911931916,No,0.0,Temecula,-0.48155412191741315,-1.0896996928904725,1.2659545769832374,-0.6786996571864785,-1.1567399515040244,Offer E,No,0.01803606028197596,No,Yes,DSL,-1.1362887849552494,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,-0.833519714029658,-1.2545820403586556,-0.9681039682942447,0.0,0.0,-0.899567221540124,-1.029663334660259,-1.599177137108223,-0.214217897152195,-0.045775719656914904
5266-PFRQK,Male,0.029271555040876,Yes,0.0,Orleans,1.114881853957389,2.054504989513624,-1.759422246447405,0.07294460502979132,0.7992248706582363,Offer B,Yes,1.0399332599252533,No,No,Fiber Optic,-0.1352298902133163,No,No,No,No,No,No,No,Yes,One Year,Yes,0.8347040273488249,-1.3699573083681729,-0.5334287230620518,0.0,0.0,1.5931619783337907,0.03189975740099789,0.677557161790749,-0.214217897152195,-0.326610557238493
5268-DSMNQ,Female,1.1039521570542021,Yes,0.0,Farmington,0.9392954409563143,0.7127111918860832,-0.5135708279115796,1.2004109983541962,1.2067175419420406,Offer B,Yes,-1.040172207368931,Yes,Yes,Fiber Optic,0.19845640803399475,No,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,0.8347040273488249,1.1009963481689937,1.6134477584530316,0.0,0.0,-0.04060918505874855,1.2616973063586236,0.677557161790749,-0.214217897152195,-0.326610557238493
5269-NRGDP,Male,0.4472029002682806,Yes,0.0,Concord,0.5574219231104186,0.7185675888838402,-1.0281060995009808,-0.30287752607834356,0.39173219937443204,Offer B,Yes,-0.7889589001324762,No,Yes,DSL,0.031613258910339226,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,-0.833519714029658,0.3061889463256511,0.35650816353439685,0.0,0.0,-0.1448128811527685,0.23641932387077794,0.677557161790749,-0.214217897152195,-0.326610557238493
5271-DBYSJ,Male,1.9995193253986405,No,0.0,Berkeley,0.6581417367030596,0.688723376821258,-1.163474326546976,-0.6786996571864785,-0.8714950816053614,Offer D,Yes,0.10325591376926876,No,Yes,Fiber Optic,-0.6357593375842828,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,0.8347040273488249,0.4984810596748469,-0.6410604919068557,0.0,0.0,-0.5410831941013163,-0.6186114683699395,0.677557161790749,-0.214217897152195,-0.326610557238493
5271-YNWVR,Male,0.08897603293050522,Yes,0.0,Santa Paula,-0.22948528362139176,-0.7271329010846103,0.30723122776965056,-0.30287752607834356,1.4512131447123233,Offer A,Yes,-0.1316544649739646,Yes,Yes,Fiber Optic,-0.05180831565148853,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,-0.833519714029658,1.5881363686536234,2.4604908035910342,0.0,0.0,1.0547802625555514,2.2476536076032487,-1.599177137108223,4.293959342816659,1.3583984682509758
5274-XHAKY,Female,-1.6424538258687422,Yes,0.0,Compton,-1.7580565722626498,-0.9256529314767917,0.7055332735313965,2.1399663261245334,0.3509829322460516,Offer B,Yes,-1.7671346097257512,Yes,Yes,Fiber Optic,1.86688789927055,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,-0.833519714029658,0.9840186458815662,0.7119048221615507,0.0,0.0,-0.8199148973293606,0.3235504108520003,0.677557161790749,-0.214217897152195,-0.326610557238493
5275-PMFUT,Male,0.32779394448902216,Yes,0.0,Chualar,0.2364111803231777,0.16154557121425916,-0.7824407583050758,2.1399663261245334,1.614210213225845,Offer B,No,0.01803606028197596,No,Yes,DSL,-0.3854946138987996,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,0.8347040273488249,0.03858242191468657,1.07648040982508,0.0,0.0,-0.899567221540124,0.5893115827131141,0.677557161790749,-0.214217897152195,-0.326610557238493
5275-SQEIZ,Male,1.044247679164573,No,0.0,Ojai,-0.2494138028883849,-0.6546408490232092,0.3828372745028736,-0.6786996571864785,-1.2789877528891658,Offer B,Yes,-0.7808074358858655,No,Yes,Fiber Optic,-0.1352298902133163,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,0.8347040273488249,0.5529638251237854,-0.9706414126192042,0.0,0.0,-0.8814633167538057,-1.026462529539954,-1.599177137108223,-0.214217897152195,-0.326610557238493
5276-KQWHG,Female,1.6412924580608652,No,0.0,Woody,-0.10722112487524463,-0.19735094716535456,0.4061718379943178,-0.6786996571864785,-1.2382384857607853,Offer E,Yes,-0.750424705512135,No,Yes,Fiber Optic,-0.1352298902133163,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,-0.833519714029658,0.19241611259404315,-0.9482236436265185,0.0,0.0,-0.8623637579148528,-1.0032147604729371,-1.599177137108223,4.293959342816659,1.3583984682509758
5277-ZLOOR,Female,1.880110369619382,No,0.0,Applegate,1.194057322396524,1.1284777078926995,-0.5719473894131128,-0.6786996571864785,-1.2382384857607853,Offer E,Yes,-1.4788691922774302,Yes,Yes,Fiber Optic,0.19845640803399475,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,-0.833519714029658,0.7035926472473222,-0.9235994013077811,0.0,0.0,-0.8862351709328956,-0.9905862564284158,-1.599177137108223,1.2885078495040896,3.0434074937404447
5278-PNYOX,Female,0.14868051082013445,No,0.0,San Jose,0.8832801435571984,0.4575646065695987,-1.0027216557179446,-0.6786996571864785,0.6769770692730951,Offer B,Yes,-1.0624034734960508,No,Yes,Fiber Optic,0.3652995571576503,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,0.8347040273488249,1.187527799176132,1.1638567535367288,0.0,0.0,-0.23856220969412587,0.8487270535933616,0.677557161790749,-0.214217897152195,-0.326610557238493
5281-BUZGT,Male,1.342770068612719,No,0.0,Weaverville,1.4041146876432085,1.8478743880129822,-1.477368280718328,-0.6786996571864785,0.14723659660414945,Offer C,Yes,-0.15684989991803408,Yes,Yes,Fiber Optic,0.031613258910339226,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,-0.833519714029658,0.8734506807057785,0.3999536233243556,0.0,0.0,0.12022537080950939,0.34709519786140386,-1.599177137108223,-0.214217897152195,-0.045775719656914904
5285-MVEHD,Female,-0.6871821796346748,Yes,0.0,Sunnyvale,0.3236657781948774,0.4672986691130435,-1.0586533079133544,-0.30287752607834356,0.962221939171758,Offer B,Yes,0.6412525540455702,No,Yes,Fiber Optic,-0.8026024867079383,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,0.8347040273488249,1.3461687926892183,1.6717427837273182,0.0,0.0,1.419092508839049,1.7279386006730628,0.677557161790749,-0.214217897152195,-0.326610557238493
5286-YHCVC,Male,0.6860208118267975,Yes,0.0,Laton,-0.131458513172939,0.09996023830914577,0.017824430559858,0.8245888672460612,1.614210213225845,Offer B,Yes,1.114778522553224,Yes,Yes,Fiber Optic,-0.6357593375842828,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,-0.833519714029658,1.320529844242659,2.2901951922863613,0.0,0.0,2.5875684278718913,2.569068953210098,0.677557161790749,-0.214217897152195,-0.326610557238493
5287-QWLKY,Male,1.9398148475090113,Yes,0.0,Big Pine,0.014504425242064854,0.424526069792373,0.786224100317639,-0.30287752607834356,1.5734609460974645,Offer B,Yes,1.42379312172019,Yes,Yes,Fiber Optic,-1.219710359517077,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,0.8347040273488249,1.3301444499101185,2.324616176172768,0.0,0.0,2.5875684278718913,2.685632771117442,-1.599177137108223,-1.7169436438084795,-0.6074453948200712
5288-AHOUP,Male,1.4621790243919774,No,0.0,Palm Desert,-0.6603721866915139,-1.0138533163347807,1.5522517392126418,-0.6786996571864785,-0.8714950816053614,Offer B,Yes,1.1955521228150927,No,Yes,Fiber Optic,-1.636818232326216,No,No,No,No,No,Yes,Yes,Yes,Two Year,Yes,-0.833519714029658,0.47764941406201716,-0.6205402899745744,0.0,0.0,-0.3442108183767253,-0.5946263959400574,0.677557161790749,-0.214217897152195,-0.326610557238493
5293-WXJAK,Female,1.5815879801712358,Yes,0.0,San Jose,0.8881276212167374,0.4412612366178228,-0.9131591549885435,1.2004109983541962,-0.8714950816053614,Offer B,Yes,-0.6074035600943304,Yes,Yes,Fiber Optic,0.3652995571576503,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,-0.833519714029658,1.2964933300740094,-0.5060463890857496,0.0,0.0,-0.6691704453359723,-0.5974847568444344,-1.599177137108223,-0.214217897152195,0.5158939555062414
5294-CDGWY,Male,0.2680894665993929,Yes,0.0,Long Beach,-1.4456635675368112,-0.9903503613616931,0.7176190260839309,-0.30287752607834356,0.7584756035298559,Offer B,No,0.01803606028197596,No,Yes,DSL,-1.7202398068880438,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,-0.833519714029658,-0.13768534865540963,0.32402887617491527,0.0,0.0,-0.899567221540124,-0.0065064097139254755,-1.599177137108223,2.791233596160374,1.0775636306693976
5294-DMSFH,Female,-0.8662956133035624,Yes,0.0,Torrance,-1.6067075475592694,-0.9547554736747406,0.6512499738983643,-0.30287752607834356,-0.1380082732945136,Offer B,Yes,0.6056825282421782,No,Yes,Fiber Optic,-0.8026024867079383,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,0.8347040273488249,0.7757021897532707,0.15064420221376945,0.0,0.0,0.2842654470423468,0.1968914772322543,0.677557161790749,-0.214217897152195,-0.326610557238493
5294-IMHHT,Male,-0.14984187862801168,Yes,0.0,Occidental,1.0658684687331628,0.8982461262375165,-1.5049362926380718,1.576233129462331,0.8399741377866168,Offer B,Yes,0.5552916583540397,Yes,Yes,Fiber Optic,-0.4689161884606273,No,Yes,No,Yes,No,Yes,Yes,Yes,One Year,No,-0.833519714029658,1.0945866110573539,1.2192171692873668,0.0,0.0,1.2202288250091888,1.3123825446446726,0.677557161790749,-0.214217897152195,-0.326610557238493
5295-PCJOO,Male,-0.14984187862801168,No,0.0,Long Beach,-1.4440477416502984,-0.9449436390865067,0.7320605627125135,-0.6786996571864785,-1.1567399515040244,Offer B,Yes,-1.161703128863853,No,Yes,Cable,-0.5523377630224551,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,-0.833519714029658,-0.4549673356815827,-0.9249453500366726,0.0,0.0,-0.8521158064462728,-0.9783386342158958,-1.599177137108223,2.791233596160374,1.0775636306693976
5296-BFCYD,Male,-0.6871821796346748,Yes,0.0,San Fernando,-1.1558921252221541,-0.7742060514445127,0.613067704110049,0.8245888672460612,0.5547292678879537,Offer B,Yes,-0.7808074358858655,No,No,Fiber Optic,-0.1352298902133163,No,No,No,No,No,No,No,Yes,Two Year,Yes,2.5029277687273073,-1.3939938225368222,-0.5928931791991462,0.0,0.0,-0.06678760136948109,-0.4928960035083619,0.677557161790749,-0.214217897152195,-0.326610557238493
5296-PSYVW,Female,-0.32895531229689934,Yes,0.0,Oceanside,-0.7713255642320702,-1.1529688715778292,1.0844157672100554,2.1399663261245334,1.614210213225845,Offer B,Yes,-1.220245462998602,Yes,No,Fiber Optic,-0.1352298902133163,No,No,No,No,No,No,No,Yes,Two Year,No,-0.833519714029658,-1.2513771718028353,-0.23374551591770426,0.0,0.0,-0.11450614316038057,-0.22224277141970805,0.677557161790749,-0.214217897152195,-0.326610557238493
5297-MDOIR,Female,-1.582749347979113,Yes,0.0,Monterey Park,-0.932908152883366,-0.8697234895164644,0.7471881779350703,1.952055260570466,1.247466809070421,Offer B,Yes,0.6716352844193005,No,Yes,Fiber Optic,1.86688789927055,Yes,No,Yes,No,No,No,Yes,Yes,One Year,Yes,0.8347040273488249,0.5625784307912455,1.299223892090003,0.0,0.0,1.740288077794434,1.5254003185954363,0.677557161790749,-0.214217897152195,-0.326610557238493
5298-GSTLM,Female,1.6412924580608652,No,0.0,Sacramento,1.2554587060840163,0.9532208353355052,-0.7894222346605095,-0.6786996571864785,1.1252190076852797,Offer B,Yes,1.739477100725293,Yes,Yes,Fiber Optic,-0.9694456358315938,Yes,No,No,No,Yes,Yes,No,Yes,One Year,Yes,-0.833519714029658,1.2115643133447815,1.7193805428367757,0.0,0.0,2.5875684278718913,2.1240382343107793,0.677557161790749,-0.214217897152195,-0.326610557238493
5299-RULOA,Female,0.9248387233853144,Yes,0.0,Whittier,-1.5512308587889911,-0.8995539294461153,0.784863083783454,-0.30287752607834356,-0.9122443487337418,Offer B,Yes,-0.071630046430741,Yes,Yes,Fiber Optic,0.6155642808431335,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,-0.833519714029658,1.174708324952852,-0.5364957209852635,0.0,0.0,-0.6023280604609338,-0.6023593454283046,-1.599177137108223,4.293959342816659,3.885912006485179
5299-SJCZT,Male,0.6263163339371682,No,0.0,Ladera Ranch,-0.4266160417759726,-1.0646137527557267,0.9825261330966845,-0.6786996571864785,-1.1974892186324049,Offer E,Yes,-0.2657831039409215,Yes,Yes,Fiber Optic,-1.3865535086407326,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,-0.833519714029658,1.2163716161785112,-0.8746598229359535,0.0,0.0,-0.8199391815745467,-0.9327551158814245,-1.599177137108223,1.2885078495040896,3.0434074937404447
5301-GAUUY,Male,-0.9260000911931916,No,0.0,Newport Beach,-0.4443901265276151,-1.0516019225745834,0.8607917452817754,-0.6786996571864785,-0.015760471909372287,Offer C,Yes,-1.7752860739723622,Yes,Yes,Fiber Optic,-0.1352298902133163,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,-0.833519714029658,0.5369394823446857,0.13934705878438458,0.0,0.0,-0.8416735810162034,-0.13608310782652586,-1.599177137108223,-0.214217897152195,-0.326610557238493
5302-BDJNT,Male,-1.1648180027517085,No,0.0,Sutter Creek,1.1843623670774464,0.9051897116113972,-0.47069555772742516,-0.6786996571864785,0.10648732947576901,Offer B,Yes,1.4949331733269737,Yes,Yes,Fiber Optic,1.86688789927055,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,No,-0.833519714029658,1.0224770685514053,0.5021133383205512,0.0,0.0,1.0391654929008196,0.6924466952958602,0.677557161790749,-0.214217897152195,-0.326610557238493
5304-EFJLP,Male,1.5218835022816066,Yes,0.0,Los Molinos,1.3836475597473776,1.5643239937134592,-1.0837986918344888,0.8245888672460612,1.614210213225845,Offer B,Yes,-0.6318579528341621,Yes,Yes,Fiber Optic,-0.3020730393369718,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,-0.833519714029658,1.5400633403163244,2.534120818481381,0.0,0.0,0.579634721242199,2.207654026585641,0.677557161790749,-0.214217897152195,-0.326610557238493
